"Date","WVHT","WTMP"
2010-01-01,0.814565217391304,13.2173913043478
2010-01-02,1.52042553191489,13.0787234042553
2010-01-03,1.26791666666667,12.9625
2010-01-04,0.679512195121951,12.8317073170732
2010-01-05,0.563260869565217,12.8934782608696
2010-01-06,0.5,12.90625
2010-01-07,0.770425531914894,13.0063829787234
2010-01-08,1.09255319148936,13.0723404255319
2010-01-09,1.24565217391304,12.9760869565217
2010-01-10,1.34065217391304,12.8717391304348
2010-01-11,1.17872340425532,12.9617021276596
2010-01-12,1.46659574468085,12.9553191489362
2010-01-13,1.64854166666667,13.0625
2010-01-14,1.81340425531915,13.1765957446809
2010-01-15,1.26446808510638,13.1744680851064
2010-01-16,1.15104166666667,13.08125
2010-01-17,0.956875,13.0083333333333
2010-01-18,1.47872340425532,12.9127659574468
2010-01-19,2.25083333333333,12.9291666666667
2010-01-20,2.166875,13.1333333333333
2010-01-21,2.11148936170213,13.2489361702128
2010-01-22,1.59479166666667,13.175
2010-01-23,1.9575,13.125
2010-01-24,1.37787234042553,13.0957446808511
2010-01-25,1.1375,13.0979166666667
2010-01-26,1.68,13.1260869565217
2010-01-27,1.00382978723404,13.1510638297872
2010-01-28,0.880416666666667,13.2145833333333
2010-01-29,0.658125,13.2604166666667
2010-01-30,1.05416666666667,13.2645833333333
2010-01-31,1.26255319148936,13.463829787234
2010-02-01,0.787608695652174,13.4065217391304
2010-02-02,0.615208333333333,13.4020833333333
2010-02-03,1.11553191489362,13.4765957446809
2010-02-04,0.85304347826087,13.5217391304348
2010-02-05,0.72936170212766,13.2595744680851
2010-02-06,1.27219512195122,13.2463414634146
2010-02-07,1.53241379310345,13.3310344827586
2010-02-08,1.5025,13.3291666666667
2010-02-09,1.125,13.25625
2010-02-10,1.33595744680851,13.231914893617
2010-02-11,0.878541666666667,13.225
2010-02-12,0.793541666666667,13.2708333333333
2010-02-13,1.69170212765957,13.4297872340426
2010-02-14,1.77479166666667,13.4708333333333
2010-02-15,1.79083333333333,13.5666666666667
2010-02-16,1.38347826086957,13.6391304347826
2010-02-17,1.291875,13.7708333333333
2010-02-18,1.00729166666667,13.7708333333333
2010-02-19,0.72375,13.5708333333333
2010-02-20,1.343125,13.6333333333333
2010-02-21,1.2675,13.4604166666667
2010-02-22,1.075,13.3333333333333
2010-02-23,0.947173913043478,13.4173913043478
2010-02-24,0.862916666666667,13.3270833333333
2010-02-25,1.18489361702128,13.5489361702128
2010-02-26,0.862708333333333,13.3958333333333
2010-02-27,1.01425531914894,13.3425531914894
2010-02-28,1.81297872340426,13.4765957446809
2010-03-01,1.38354166666667,13.6583333333333
2010-03-02,1.1946511627907,13.4558139534884
2010-03-03,1.51577777777778,13.3311111111111
2010-03-04,1.73666666666667,13.1911111111111
2010-03-05,1.37704545454545,13.1886363636364
2010-03-06,1.288125,13.2979166666667
2010-03-07,1.39936170212766,13.5106382978723
2010-03-08,1.57130434782609,13.3934782608696
2010-03-09,2.15125,13.1604166666667
2010-03-10,1.43934782608696,13.2065217391304
2010-03-11,1.55083333333333,13.2125
2010-03-12,1.11425531914894,13.3212765957447
2010-03-13,1.4695652173913,12.954347826087
2010-03-14,1.39479166666667,13.2583333333333
2010-03-15,1.13489361702128,13.7063829787234
2010-03-16,1.26083333333333,13.8854166666667
2010-03-17,1.560625,13.8708333333333
2010-03-18,1.60595744680851,13.9042553191489
2010-03-19,0.929791666666667,14.10625
2010-03-20,0.473958333333333,13.8416666666667
2010-03-21,0.633191489361702,13.2340425531915
2010-03-22,1.18106382978723,13.9340425531915
2010-03-23,1.23723404255319,13.5702127659574
2010-03-24,0.986041666666667,13.6979166666667
2010-03-25,0.945744680851064,13.1510638297872
2010-03-26,1.41104166666667,13.1375
2010-03-27,1.17531914893617,13.1510638297872
2010-03-28,0.69,13.1416666666667
2010-03-29,1.37208333333333,13.4208333333333
2010-03-30,1.79133333333333,12.9177777777778
2010-03-31,2.12416666666667,12.7333333333333
2010-04-01,1.91553191489362,12.6702127659574
2010-04-02,1.63574468085106,12.5617021276596
2010-04-03,1.54708333333333,12.7291666666667
2010-04-04,1.610625,12.7604166666667
2010-04-05,1.59489361702128,12.4042553191489
2010-04-06,1.61854166666667,12.525
