#YY  ,MM ,DD ,hh ,mm ,WDIR, WSPD, GST  ,WVHT ,  DPD ,  APD ,MWD ,  PRES , ATMP  ,WTMP , DEWP , VIS , TIDE
#yr  ,mo ,dy ,hr ,mn ,degT, m/s , m/s  ,   m ,  sec ,  sec ,degT,   hPa , degC  ,degC , degC ,  mi ,   ft
2021,1,5,0,56,999,99.0,99.0,1.47,11.76,11.23,351,9999.0,999.0,12.2,999.0,99.0,99.00
2021,1,5,1,26,999,99.0,99.0,1.35,11.76,11.02,352,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,1,56,999,99.0,99.0,1.38,12.50,11.64,355,9999.0,999.0,12.2,999.0,99.0,99.00
2021,1,5,2,26,999,99.0,99.0,1.36,13.33,11.16,356,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,2,56,999,99.0,99.0,1.46,11.11,11.04,348,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,3,26,999,99.0,99.0,1.40,11.11,10.99,348,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,3,56,999,99.0,99.0,1.19,18.18,10.66,9,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,4,26,999,99.0,99.0,1.30,12.50,10.62,356,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,4,56,999,99.0,99.0,1.38,12.50,10.98,355,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,5,26,999,99.0,99.0,1.38,14.29,10.69,3,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,5,56,999,99.0,99.0,1.41,11.11,10.88,351,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,6,26,999,99.0,99.0,1.29,11.76,10.77,348,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,6,56,999,99.0,99.0,1.43,11.76,11.24,352,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,7,26,999,99.0,99.0,1.41,11.76,10.86,348,9999.0,999.0,12.1,999.0,99.0,99.00
2021,1,5,7,56,999,99.0,99.0,1.34,14.29,11.00,3,9999.0,999.0,12.3,999.0,99.0,99.00
2021,1,5,8,26,999,99.0,99.0,1.32,12.50,10.88,348,9999.0,999.0,12.4,999.0,99.0,99.00
2021,1,5,8,56,999,99.0,99.0,1.45,14.29,11.05,359,9999.0,999.0,12.4,999.0,99.0,99.00
2021,1,5,9,26,999,99.0,99.0,1.44,12.50,10.95,349,9999.0,999.0,12.3,999.0,99.0,99.00
2021,1,5,9,56,999,99.0,99.0,1.44,11.76,10.74,343,9999.0,999.0,12.3,999.0,99.0,99.00
2021,1,5,10,26,999,99.0,99.0,1.55,14.29,10.78,356,9999.0,999.0,12.3,999.0,99.0,99.00
2021,1,5,10,56,999,99.0,99.0,1.57,11.11,10.62,348,9999.0,999.0,12.3,999.0,99.0,99.00
2021,1,5,11,26,999,99.0,99.0,1.60,11.76,10.92,345,9999.0,999.0,12.3,999.0,99.0,99.00
2021,1,5,11,56,999,99.0,99.0,1.62,12.50,10.62,351,9999.0,999.0,12.3,999.0,99.0,99.00
2021,1,5,12,26,999,99.0,99.0,1.61,11.76,10.71,348,9999.0,999.0,12.2,999.0,99.0,99.00
2021,1,5,12,56,999,99.0,99.0,1.54,12.50,10.55,352,9999.0,999.0,12.2,999.0,99.0,99.00
2021,1,5,13,26,999,99.0,99.0,1.77,11.11,10.96,346,9999.0,999.0,12.2,999.0,99.0,99.00
