#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2023 08 01 00 26 999 99.0 99.0  0.71  5.00  4.46 324 9999.0 999.0  16.4 999.0 99.0 99.00
2023 08 01 00 56 999 99.0 99.0  0.70  5.00  4.57 322 9999.0 999.0  16.3 999.0 99.0 99.00
2023 08 01 01 26 999 99.0 99.0  0.67  5.00  4.27 327 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 01 56 999 99.0 99.0  0.70  5.26  4.32 322 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 02 26 999 99.0 99.0  0.68  5.00  4.38 324 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 02 56 999 99.0 99.0  0.70  4.55  4.37 325 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 01 03 26 999 99.0 99.0  0.67  5.26  4.41 321 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 01 03 56 999 99.0 99.0  0.70  4.76  4.51 320 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 01 04 26 999 99.0 99.0  0.65  4.76  4.55 320 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 01 04 56 999 99.0 99.0  0.67  7.69  4.75 331 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 05 26 999 99.0 99.0  0.67  7.69  4.66 329 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 05 56 999 99.0 99.0  0.64  8.33  4.80 332 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 06 26 999 99.0 99.0  0.59  7.69  4.55 328 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 06 56 999 99.0 99.0  0.55  7.69  4.66 332 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 07 26 999 99.0 99.0  0.50  7.14  4.48 327 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 07 56 999 99.0 99.0  0.47  7.14  4.50 329 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 08 26 999 99.0 99.0  0.48  7.14  5.00 329 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 08 56 999 99.0 99.0  0.45  7.14  4.95 331 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 09 26 999 99.0 99.0  0.47  7.14  5.31 328 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 09 56 999 99.0 99.0  0.44  7.69  5.35 331 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 10 26 999 99.0 99.0  0.42  8.33  5.51 331 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 10 56 999 99.0 99.0  0.42  7.69  5.32 328 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 01 11 26 999 99.0 99.0  0.42 14.29  5.71 352 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 01 11 56 999 99.0 99.0  0.44  7.69  5.61 331 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 01 12 26 999 99.0 99.0  0.48  7.69  6.03 331 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 01 12 56 999 99.0 99.0  0.45  7.14  5.67 328 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 13 26 999 99.0 99.0  0.47  7.14  5.49 328 9999.0 999.0  16.3 999.0 99.0 99.00
2023 08 01 13 56 999 99.0 99.0  0.44 14.29  5.52 351 9999.0 999.0  16.3 999.0 99.0 99.00
2023 08 01 14 26 999 99.0 99.0  0.45  7.14  5.46 327 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 14 56 999 99.0 99.0  0.45  6.67  5.39 325 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 15 26 999 99.0 99.0  0.45 16.67  5.56 355 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 01 15 56 999 99.0 99.0  0.44  7.14  5.47 327 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 01 16 26 999 99.0 99.0  0.46  7.14  5.47 328 9999.0 999.0  16.0 999.0 99.0 99.00
2023 08 01 16 56 999 99.0 99.0  0.47  7.69  5.44 328 9999.0 999.0  16.0 999.0 99.0 99.00
2023 08 01 17 26 999 99.0 99.0  0.45  7.69  5.56 332 9999.0 999.0  16.0 999.0 99.0 99.00
2023 08 01 17 56 999 99.0 99.0  0.43  7.69  5.66 331 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 01 18 26 999 99.0 99.0  0.45  7.69  6.10 331 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 01 18 56 999 99.0 99.0  0.46  8.33  6.17 332 9999.0 999.0  16.0 999.0 99.0 99.00
2023 08 01 19 26 999 99.0 99.0  0.45  8.33  6.25 332 9999.0 999.0  16.0 999.0 99.0 99.00
2023 08 01 19 56 999 99.0 99.0  0.47  9.09  5.96 336 9999.0 999.0  16.0 999.0 99.0 99.00
2023 08 01 20 26 999 99.0 99.0  0.48  8.33  6.07 335 9999.0 999.0  16.0 999.0 99.0 99.00
2023 08 01 20 56 999 99.0 99.0  0.52  8.33  6.10 334 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 01 21 26 999 99.0 99.0  0.49  8.33  5.54 332 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 01 21 56 999 99.0 99.0  0.49  9.09  5.88 336 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 01 22 26 999 99.0 99.0  0.48  6.25  5.46 327 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 01 22 56 999 99.0 99.0  0.50  8.33  6.06 332 9999.0 999.0  15.3 999.0 99.0 99.00
2023 08 01 23 26 999 99.0 99.0  0.50  8.33  5.70 334 9999.0 999.0  15.5 999.0 99.0 99.00
2023 08 01 23 56 999 99.0 99.0  0.46  8.33  5.71 334 9999.0 999.0  15.1 999.0 99.0 99.00
2023 08 02 00 26 999 99.0 99.0  0.48  7.69  5.91 334 9999.0 999.0  14.6 999.0 99.0 99.00
2023 08 02 00 56 999 99.0 99.0  0.52  7.69  5.98 332 9999.0 999.0  14.5 999.0 99.0 99.00
2023 08 02 01 26 999 99.0 99.0  0.53  8.33  5.78 336 9999.0 999.0  14.9 999.0 99.0 99.00
2023 08 02 01 56 999 99.0 99.0  0.54  7.69  5.87 334 9999.0 999.0  14.8 999.0 99.0 99.00
